-2.569284439086914062e+01,-2.198373603820800781e+01,-1.847573852539062500e+01,-1.588742160797119141e+01,7.894814491271972656e+00,-5.523024559020996094e+00,1.412655448913574219e+01,2.112947463989257812e+01,1.190119266510009766e+01,-1.191557884216308594e+01
-2.652256011962890625e+01,-1.798379516601562500e+01,-2.202627944946289062e+01,-2.525633621215820312e+01,-5.551400184631347656e+00,1.864486503601074219e+01,-1.068521118164062500e+01,-4.398435592651367188e+00,-1.906938195228576660e+00,1.883467555046081543e+00
-1.734359741210937500e+01,-4.002883911132812500e+01,-3.215089797973632812e+01,-3.986346054077148438e+01,3.957115650177001953e+00,2.227765083312988281e+01,7.460097670555114746e-01,1.146705895662307739e-01,1.550415325164794922e+01,-1.553843879699707031e+01
-3.276531219482421875e+01,-3.672548675537109375e+01,-4.219356536865234375e+01,-1.932243347167968750e+01,2.026739883422851562e+01,-8.787320137023925781e+00,8.935616493225097656e+00,1.009319877624511719e+01,7.895697355270385742e-01,-8.136941790580749512e-01
-3.839113998413085938e+01,-1.483864307403564453e+01,-2.115937805175781250e+01,-3.082051467895507812e+01,6.509881496429443359e+00,1.738435173034667969e+01,3.549759864807128906e+00,5.668109893798828125e+00,7.586475372314453125e+00,-7.613913536071777344e+00
-2.695528030395507812e+01,-1.874594497680664062e+01,-2.771505165100097656e+01,-2.788623428344726562e+01,8.997983932495117188e+00,2.341382598876953125e+01,-1.129757836461067200e-01,1.508189868927001953e+01,-1.318180203437805176e+00,1.295492529869079590e+00
-2.846627044677734375e+01,-2.872029495239257812e+01,-2.840213966369628906e+01,-2.482003974914550781e+01,-9.487010002136230469e+00,1.477633571624755859e+01,1.493529987335205078e+01,1.443335056304931641e+01,8.563110351562500000e+00,-8.581463813781738281e+00
-1.192567634582519531e+01,-4.003253936767578125e+01,-2.926299476623535156e+01,-3.526011276245117188e+01,4.992529392242431641e+00,4.100944519042968750e+00,1.266979408264160156e+01,6.098774909973144531e+00,-2.008957099914550781e+01,2.006052398681640625e+01
-3.451795196533203125e+01,-4.862809371948242188e+01,-2.126333427429199219e+01,-1.789926147460937500e+01,8.824479103088378906e+00,5.728539943695068359e+00,6.706530094146728516e+00,2.818008232116699219e+01,-3.976602077484130859e+00,3.950035810470581055e+00
-2.056669616699218750e+01,-4.492975997924804688e+01,-3.497735595703125000e+01,-2.682273864746093750e+01,5.780909061431884766e+00,1.594200801849365234e+01,9.881834983825683594e-01,1.702277946472167969e+01,-5.873167037963867188e+00,5.848971843719482422e+00
-2.461244392395019531e+01,-1.870870399475097656e+01,-3.238772964477539062e+01,-2.777407836914062500e+01,4.977760791778564453e+00,1.556037998199462891e+01,-2.369402408599853516e+00,2.096513748168945312e+01,1.139824867248535156e+00,-1.163682937622070312e+00
-2.340951919555664062e+01,-3.146348190307617188e+01,-2.853177833557128906e+01,-3.230879592895507812e+01,3.172703981399536133e-01,7.168551921844482422e+00,9.957989692687988281e+00,2.382685279846191406e+01,-1.807119750976562500e+01,1.803527641296386719e+01
-4.979883575439453125e+01,-5.122018432617187500e+01,-2.726393508911132812e+01,-1.453128433227539062e+01,5.952086448669433594e-01,-3.613473415374755859e+00,2.062085914611816406e+01,-6.960823535919189453e+00,5.737025737762451172e+00,-5.758480548858642578e+00
-2.276199340820312500e+01,-2.112780761718750000e+01,-3.323003387451171875e+01,-3.380916213989257812e+01,1.213112545013427734e+01,-1.077371597290039062e+01,2.403415107727050781e+01,1.059508800506591797e+01,1.638307929039001465e+00,-1.661194324493408203e+00
-3.615148162841796875e+01,-4.203286743164062500e+01,-3.654212188720703125e+01,-3.811015319824218750e+01,1.151490688323974609e+01,2.267021417617797852e+00,2.003440475463867188e+01,4.225990772247314453e+00,-1.067443752288818359e+01,1.064678478240966797e+01
-2.933325386047363281e+01,-1.967470550537109375e+01,-2.360430335998535156e+01,-3.361018371582031250e+01,1.468852615356445312e+01,8.255517005920410156e+00,9.857288599014282227e-01,-1.239153099060058594e+01,6.457264423370361328e+00,-6.487535476684570312e+00
-3.580599212646484375e+01,-2.055058670043945312e+01,-2.119790077209472656e+01,-1.148635292053222656e+01,1.103655242919921875e+01,-5.326465129852294922e+00,1.610473823547363281e+01,2.098182201385498047e+00,8.613953590393066406e+00,-8.635583877563476562e+00
-3.969193267822265625e+01,-2.905718612670898438e+01,-2.409010887145996094e+01,-3.238169860839843750e+01,2.261346435546875000e+01,3.238053560256958008e+00,1.113462257385253906e+01,6.697248935699462891e+00,-3.122083283960819244e-02,7.038150448352098465e-03
-3.520093536376953125e+01,-3.575617218017578125e+01,-4.191168975830078125e+01,-1.588337516784667969e+01,1.289195537567138672e+00,2.521367454528808594e+01,1.429000186920166016e+01,1.064523029327392578e+01,7.594960689544677734e+00,-7.619627952575683594e+00
-7.280509948730468750e+00,-4.974249267578125000e+01,-3.453857803344726562e+01,-1.595922660827636719e+01,7.507183551788330078e+00,2.432333564758300781e+01,2.509093999862670898e+00,8.707375526428222656e+00,1.004898071289062500e+01,-1.007787132263183594e+01
